hull_D;hull_L;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.26;0.19;1;0.014;0.025;2044;2044.0;14308.0
0.26;0.19;2;0.0083;0.0425;3396;2122.5;20376.0
0.26;0.19;3;0.0105;0.0445;2104;2524.8;25248.0
0.26;0.19;4;0.0145;0.0505;816;2203.2;19584.0
0.26;0.19;5;0.026199999999999998;0.05;237;1896.0;15405.0
0.26;0.19;6;0.0342;0.0615;135;1620.0;18225.0
0.26;0.19;7;0.033;0.091;96;2496.0;24480.0
0.26;0.2;0;0.014;0.04;1460;1460.0;16060.0
0.26;0.2;1;0.014;0.025;2336;2336.0;16352.0
0.26;0.2;2;0.0083;0.0425;3396;2122.5;20376.0
0.26;0.2;3;0.0105;0.0445;2104;2524.8;25248.0
0.26;0.2;4;0.0145;0.0505;816;2203.2;19584.0
0.26;0.2;5;0.026199999999999998;0.05;316;2528.0;20540.0
0.26;0.2;6;0.0342;0.0615;135;1620.0;18225.0
0.26;0.2;7;0.033;0.091;96;2496.0;24480.0
0.26;0.21;0;0.014;0.04;1460;1460.0;16060.0
0.26;0.21;1;0.014;0.025;2336;2336.0;16352.0
0.26;0.21;2;0.0083;0.0425;3396;2122.5;20376.0
0.26;0.21;3;0.0105;0.0445;2104;2524.8;25248.0
0.26;0.21;4;0.0145;0.0505;1088;2937.6;26112.0
0.26;0.21;5;0.026199999999999998;0.05;316;2528.0;20540.0
0.26;0.21;6;0.0342;0.0615;135;1620.0;18225.0
0.26;0.21;7;0.033;0.091;96;2496.0;24480.0
0.26;0.22;0;0.014;0.04;1460;1460.0;16060.0
0.26;0.22;1;0.014;0.025;2336;2336.0;16352.0
0.26;0.22;2;0.0083;0.0425;4245;2653.125;25470.0
0.26;0.22;3;0.0105;0.0445;2104;2524.8;25248.0
0.26;0.22;4;0.0145;0.0505;1088;2937.6;26112.0
0.26;0.22;5;0.026199999999999998;0.05;316;2528.0;20540.0
0.26;0.22;6;0.0342;0.0615;135;1620.0;18225.0
0.26;0.22;7;0.033;0.091;96;2496.0;24480.0
0.26;0.23;0;0.014;0.04;1460;1460.0;16060.0
0.26;0.23;1;0.014;0.025;2628;2628.0;18396.0
0.26;0.23;2;0.0083;0.0425;4245;2653.125;25470.0
0.26;0.23;3;0.0105;0.0445;2630;3156.0;31560.0
0.26;0.23;4;0.0145;0.0505;1088;2937.6;26112.0
0.26;0.23;5;0.026199999999999998;0.05;316;2528.0;20540.0
0.26;0.23;6;0.0342;0.0615;135;1620.0;18225.0
0.26;0.23;7;0.033;0.091;96;2496.0;24480.0
0.26;0.24;0;0.014;0.04;1752;1752.0;19272.0
0.26;0.24;1;0.014;0.025;2628;2628.0;18396.0
0.26;0.24;2;0.0083;0.0425;4245;2653.125;25470.0
0.26;0.24;3;0.0105;0.0445;2630;3156.0;31560.0
0.26;0.24;4;0.0145;0.0505;1088;2937.6;26112.0
0.26;0.24;5;0.026199999999999998;0.05;316;2528.0;20540.0
0.26;0.24;6;0.0342;0.0615;135;1620.0;18225.0
0.26;0.24;7;0.033;0.091;96;2496.0;24480.0
0.26;0.25;0;0.014;0.04;1752;1752.0;19272.0
0.26;0.25;1;0.014;0.025;2920;2920.0;20440.0
0.26;0.25;2;0.0083;0.0425;4245;2653.125;25470.0
0.26;0.25;3;0.0105;0.0445;2630;3156.0;31560.0
0.26;0.25;4;0.0145;0.0505;1088;2937.6;26112.0
0.26;0.25;5;0.026199999999999998;0.05;395;3160.0;25675.0
0.26;0.25;6;0.0342;0.0615;180;2160.0;24300.0
0.26;0.25;7;0.033;0.091;96;2496.0;24480.0
0.26;0.26;0;0.014;0.04;1752;1752.0;19272.0
0.26;0.26;1;0.014;0.025;2920;2920.0;20440.0
0.26;0.26;2;0.0083;0.0425;5094;3183.75;30564.0
0.26;0.26;3;0.0105;0.0445;2630;3156.0;31560.0
0.26;0.26;4;0.0145;0.0505;1360;3672.0;32640.0
0.26;0.26;5;0.026199999999999998;0.05;395;3160.0;25675.0
0.26;0.26;6;0.0342;0.0615;180;2160.0;24300.0
0.26;0.26;7;0.033;0.091;96;2496.0;24480.0
0.26;0.27;0;0.014;0.04;1752;1752.0;19272.0
0.26;0.27;1;0.014;0.025;2920;2920.0;20440.0
0.26;0.27;2;0.0083;0.0425;5094;3183.75;30564.0
0.26;0.27;3;0.0105;0.0445;3156;3787.2;37872.0
0.26;0.27;4;0.0145;0.0505;1360;3672.0;32640.0
0.26;0.27;5;0.026199999999999998;0.05;395;3160.0;25675.0
0.26;0.27;6;0.0342;0.0615;180;2160.0;24300.0
0.26;0.27;7;0.033;0.091;96;2496.0;24480.0
0.26;0.28;0;0.014;0.04;2044;2044.0;22484.0
0.26;0.28;1;0.014;0.025;3212;3212.0;22484.0
0.26;0.28;2;0.0083;0.0425;5094;3183.75;30564.0
0.26;0.28;3;0.0105;0.0445;3156;3787.2;37872.0
0.26;0.28;4;0.0145;0.0505;1360;3672.0;32640.0
0.26;0.28;5;0.026199999999999998;0.05;395;3160.0;25675.0
0.26;0.28;6;0.0342;0.0615;180;2160.0;24300.0
0.26;0.28;7;0.033;0.091;144;3744.0;36720.0
0.26;0.29;0;0.014;0.04;2044;2044.0;22484.0
0.26;0.29;1;0.014;0.025;3212;3212.0;22484.0
0.26;0.29;2;0.0083;0.0425;5094;3183.75;30564.0
0.26;0.29;3;0.0105;0.0445;3156;3787.2;37872.0
0.26;0.29;4;0.0145;0.0505;1360;3672.0;32640.0
0.26;0.29;5;0.026199999999999998;0.05;395;3160.0;25675.0
0.26;0.29;6;0.0342;0.0615;180;2160.0;24300.0
0.26;0.29;7;0.033;0.091;144;3744.0;36720.0
0.26;0.3;0;0.014;0.04;2044;2044.0;22484.0
0.26;0.3;1;0.014;0.025;3504;3504.0;24528.0
0.26;0.3;2;0.0083;0.0425;5943;3714.375;35658.0
0.26;0.3;3;0.0105;0.0445;3156;3787.2;37872.0
0.26;0.3;4;0.0145;0.0505;1360;3672.0;32640.0
0.26;0.3;5;0.026199999999999998;0.05;474;3792.0;30810.0
0.26;0.3;6;0.0342;0.0615;180;2160.0;24300.0
0.26;0.3;7;0.033;0.091;144;3744.0;36720.0
0.26;0.31;0;0.014;0.04;2044;2044.0;22484.0
0.26;0.31;1;0.014;0.025;3504;3504.0;24528.0
0.26;0.31;2;0.0083;0.0425;5943;3714.375;35658.0
0.26;0.31;3;0.0105;0.0445;3156;3787.2;37872.0
0.26;0.31;4;0.0145;0.0505;1632;4406.4;39168.0
0.26;0.31;5;0.026199999999999998;0.05;474;3792.0;30810.0
0.26;0.31;6;0.0342;0.0615;225;2700.0;30375.0
0.26;0.31;7;0.033;0.091;144;3744.0;36720.0
0.26;0.32;0;0.014;0.04;2336;2336.0;25696.0
0.26;0.32;1;0.014;0.025;3504;3504.0;24528.0
0.26;0.32;2;0.0083;0.0425;5943;3714.375;35658.0
0.26;0.32;3;0.0105;0.0445;3682;4418.4;44184.0
0.26;0.32;4;0.0145;0.0505;1632;4406.4;39168.0
0.26;0.32;5;0.026199999999999998;0.05;474;3792.0;30810.0
0.26;0.32;6;0.0342;0.0615;225;2700.0;30375.0
0.26;0.32;7;0.033;0.091;144;3744.0;36720.0
0.26;0.33;0;0.014;0.04;2336;2336.0;25696.0
0.26;0.33;1;0.014;0.025;3796;3796.0;26572.0
0.26;0.33;2;0.0083;0.0425;5943;3714.375;35658.0
0.26;0.33;3;0.0105;0.0445;3682;4418.4;44184.0
0.26;0.33;4;0.0145;0.0505;1632;4406.4;39168.0
0.26;0.33;5;0.026199999999999998;0.05;474;3792.0;30810.0
0.26;0.33;6;0.0342;0.0615;225;2700.0;30375.0
0.26;0.33;7;0.033;0.091;144;3744.0;36720.0
0.26;0.34;0;0.014;0.04;2336;2336.0;25696.0
0.26;0.34;1;0.014;0.025;3796;3796.0;26572.0
0.26;0.34;2;0.0083;0.0425;6792;4245.0;40752.0
0.26;0.34;3;0.0105;0.0445;3682;4418.4;44184.0
0.26;0.34;4;0.0145;0.0505;1632;4406.4;39168.0
0.26;0.34;5;0.026199999999999998;0.05;474;3792.0;30810.0
0.26;0.34;6;0.0342;0.0615;225;2700.0;30375.0
0.26;0.34;7;0.033;0.091;144;3744.0;36720.0
0.26;0.35;0;0.014;0.04;2336;2336.0;25696.0
0.26;0.35;1;0.014;0.025;4088;4088.0;28616.0
0.26;0.35;2;0.0083;0.0425;6792;4245.0;40752.0
0.26;0.35;3;0.0105;0.0445;3682;4418.4;44184.0
0.26;0.35;4;0.0145;0.0505;1632;4406.4;39168.0
0.26;0.35;5;0.026199999999999998;0.05;553;4424.0;35945.0
0.26;0.35;6;0.0342;0.0615;225;2700.0;30375.0
0.26;0.35;7;0.033;0.091;144;3744.0;36720.0
0.26;0.36;0;0.014;0.04;2628;2628.0;28908.0
0.26;0.36;1;0.014;0.025;4088;4088.0;28616.0
0.26;0.36;2;0.0083;0.0425;6792;4245.0;40752.0
0.26;0.36;3;0.0105;0.0445;4208;5049.6;50496.0
0.26;0.36;4;0.0145;0.0505;1904;5140.8;45696.0
0.26;0.36;5;0.026199999999999998;0.05;553;4424.0;35945.0
0.26;0.36;6;0.0342;0.0615;225;2700.0;30375.0
0.26;0.36;7;0.033;0.091;144;3744.0;36720.0
0.26;0.37;0;0.014;0.04;2628;2628.0;28908.0
0.26;0.37;1;0.014;0.025;4088;4088.0;28616.0
0.26;0.37;2;0.0083;0.0425;6792;4245.0;40752.0
0.26;0.37;3;0.0105;0.0445;4208;5049.6;50496.0
0.26;0.37;4;0.0145;0.0505;1904;5140.8;45696.0
0.26;0.37;5;0.026199999999999998;0.05;553;4424.0;35945.0
0.26;0.37;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.37;7;0.033;0.091;192;4992.0;48960.0
0.26;0.38;0;0.014;0.04;2628;2628.0;28908.0
0.26;0.38;1;0.014;0.025;4380;4380.0;30660.0
0.26;0.38;2;0.0083;0.0425;6792;4245.0;40752.0
0.26;0.38;3;0.0105;0.0445;4208;5049.6;50496.0
0.26;0.38;4;0.0145;0.0505;1904;5140.8;45696.0
0.26;0.38;5;0.026199999999999998;0.05;553;4424.0;35945.0
0.26;0.38;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.38;7;0.033;0.091;192;4992.0;48960.0
0.26;0.39;0;0.014;0.04;2628;2628.0;28908.0
0.26;0.39;1;0.014;0.025;4380;4380.0;30660.0
0.26;0.39;2;0.0083;0.0425;7641;4775.625;45846.0
0.26;0.39;3;0.0105;0.0445;4208;5049.6;50496.0
0.26;0.39;4;0.0145;0.0505;1904;5140.8;45696.0
0.26;0.39;5;0.026199999999999998;0.05;553;4424.0;35945.0
0.26;0.39;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.39;7;0.033;0.091;192;4992.0;48960.0
0.26;0.4;0;0.014;0.04;2920;2920.0;32120.0
0.26;0.4;1;0.014;0.025;4672;4672.0;32704.0
0.26;0.4;2;0.0083;0.0425;7641;4775.625;45846.0
0.26;0.4;3;0.0105;0.0445;4208;5049.6;50496.0
0.26;0.4;4;0.0145;0.0505;1904;5140.8;45696.0
0.26;0.4;5;0.026199999999999998;0.05;632;5056.0;41080.0
0.26;0.4;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.4;7;0.033;0.091;192;4992.0;48960.0
0.26;0.41;0;0.014;0.04;2920;2920.0;32120.0
0.26;0.41;1;0.014;0.025;4672;4672.0;32704.0
0.26;0.41;2;0.0083;0.0425;7641;4775.625;45846.0
0.26;0.41;3;0.0105;0.0445;4734;5680.8;56808.0
0.26;0.41;4;0.0145;0.0505;2176;5875.2;52224.0
0.26;0.41;5;0.026199999999999998;0.05;632;5056.0;41080.0
0.26;0.41;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.41;7;0.033;0.091;192;4992.0;48960.0
0.26;0.42;0;0.014;0.04;2920;2920.0;32120.0
0.26;0.42;1;0.014;0.025;4672;4672.0;32704.0
0.26;0.42;2;0.0083;0.0425;7641;4775.625;45846.0
0.26;0.42;3;0.0105;0.0445;4734;5680.8;56808.0
0.26;0.42;4;0.0145;0.0505;2176;5875.2;52224.0
0.26;0.42;5;0.026199999999999998;0.05;632;5056.0;41080.0
0.26;0.42;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.42;7;0.033;0.091;192;4992.0;48960.0
0.26;0.43;0;0.014;0.04;2920;2920.0;32120.0
0.26;0.43;1;0.014;0.025;4964;4964.0;34748.0
0.26;0.43;2;0.0083;0.0425;8490;5306.25;50940.0
0.26;0.43;3;0.0105;0.0445;4734;5680.8;56808.0
0.26;0.43;4;0.0145;0.0505;2176;5875.2;52224.0
0.26;0.43;5;0.026199999999999998;0.05;632;5056.0;41080.0
0.26;0.43;6;0.0342;0.0615;270;3240.0;36450.0
0.26;0.43;7;0.033;0.091;192;4992.0;48960.0
0.26;0.44;0;0.014;0.04;3212;3212.0;35332.0
0.26;0.44;1;0.014;0.025;4964;4964.0;34748.0
0.26;0.44;2;0.0083;0.0425;8490;5306.25;50940.0
0.26;0.44;3;0.0105;0.0445;4734;5680.8;56808.0
0.26;0.44;4;0.0145;0.0505;2176;5875.2;52224.0
0.26;0.44;5;0.026199999999999998;0.05;632;5056.0;41080.0
0.26;0.44;6;0.0342;0.0615;315;3780.0;42525.0
0.26;0.44;7;0.033;0.091;192;4992.0;48960.0
0.26;0.45;0;0.014;0.04;3212;3212.0;35332.0
0.26;0.45;1;0.014;0.025;5256;5256.0;36792.0
0.26;0.45;2;0.0083;0.0425;8490;5306.25;50940.0
0.26;0.45;3;0.0105;0.0445;5260;6312.0;63120.0
0.26;0.45;4;0.0145;0.0505;2176;5875.2;52224.0
0.26;0.45;5;0.026199999999999998;0.05;711;5688.0;46215.0
0.26;0.45;6;0.0342;0.0615;315;3780.0;42525.0
0.26;0.45;7;0.033;0.091;192;4992.0;48960.0
0.26;0.46;0;0.014;0.04;3212;3212.0;35332.0
0.26;0.46;1;0.014;0.025;5256;5256.0;36792.0
0.26;0.46;2;0.0083;0.0425;8490;5306.25;50940.0
0.26;0.46;3;0.0105;0.0445;5260;6312.0;63120.0
0.26;0.46;4;0.0145;0.0505;2448;6609.6;58752.0
0.26;0.46;5;0.026199999999999998;0.05;711;5688.0;46215.0
0.26;0.46;6;0.0342;0.0615;315;3780.0;42525.0
0.26;0.46;7;0.033;0.091;240;6240.0;61200.0
0.26;0.47;0;0.014;0.04;3212;3212.0;35332.0
0.26;0.47;1;0.014;0.025;5256;5256.0;36792.0
0.26;0.47;2;0.0083;0.0425;9339;5836.875;56034.0
0.26;0.47;3;0.0105;0.0445;5260;6312.0;63120.0
0.26;0.47;4;0.0145;0.0505;2448;6609.6;58752.0
0.26;0.47;5;0.026199999999999998;0.05;711;5688.0;46215.0
0.26;0.47;6;0.0342;0.0615;315;3780.0;42525.0
0.26;0.47;7;0.033;0.091;240;6240.0;61200.0
0.26;0.48;0;0.014;0.04;3504;3504.0;38544.0
0.26;0.48;1;0.014;0.025;5548;5548.0;38836.0
0.26;0.48;2;0.0083;0.0425;9339;5836.875;56034.0
0.26;0.48;3;0.0105;0.0445;5260;6312.0;63120.0
0.26;0.48;4;0.0145;0.0505;2448;6609.6;58752.0
0.26;0.48;5;0.026199999999999998;0.05;711;5688.0;46215.0
0.26;0.48;6;0.0342;0.0615;315;3780.0;42525.0
0.26;0.48;7;0.033;0.091;240;6240.0;61200.0
0.26;0.49;0;0.014;0.04;3504;3504.0;38544.0
0.26;0.49;1;0.014;0.025;5548;5548.0;38836.0
0.26;0.49;2;0.0083;0.0425;9339;5836.875;56034.0
0.26;0.49;3;0.0105;0.0445;5786;6943.2;69432.0
0.26;0.49;4;0.0145;0.0505;2448;6609.6;58752.0
0.26;0.49;5;0.026199999999999998;0.05;711;5688.0;46215.0
0.26;0.49;6;0.0342;0.0615;315;3780.0;42525.0
0.26;0.49;7;0.033;0.091;240;6240.0;61200.0
0.26;0.5;0;0.014;0.04;3504;3504.0;38544.0
0.26;0.5;1;0.014;0.025;5840;5840.0;40880.0
0.26;0.5;2;0.0083;0.0425;9339;5836.875;56034.0
0.26;0.5;3;0.0105;0.0445;5786;6943.2;69432.0
0.26;0.5;4;0.0145;0.0505;2448;6609.6;58752.0
0.26;0.5;5;0.026199999999999998;0.05;790;6320.0;51350.0
0.26;0.5;6;0.0342;0.0615;360;4320.0;48600.0
0.26;0.5;7;0.033;0.091;240;6240.0;61200.0
0.27;0.05;0;0.014;0.04;314;314.0;3454.0
0.27;0.05;1;0.014;0.025;628;628.0;4396.0
0.27;0.05;2;0.0083;0.0425;919;574.375;5514.0
0.27;0.05;3;0.0105;0.0445;570;684.0;6840.0
0.27;0.05;5;0.026199999999999998;0.05;86;688.0;5590.0
0.27;0.06;0;0.014;0.04;314;314.0;3454.0
0.27;0.06;1;0.014;0.025;628;628.0;4396.0
0.27;0.06;2;0.0083;0.0425;919;574.375;5514.0
0.27;0.06;3;0.0105;0.0445;570;684.0;6840.0
0.27;0.06;4;0.0145;0.0505;293;791.1;7032.0
0.27;0.06;5;0.026199999999999998;0.05;86;688.0;5590.0
0.27;0.07;0;0.014;0.04;314;314.0;3454.0
0.27;0.07;1;0.014;0.025;628;628.0;4396.0
0.27;0.07;2;0.0083;0.0425;919;574.375;5514.0
0.27;0.07;3;0.0105;0.0445;570;684.0;6840.0
0.27;0.07;4;0.0145;0.0505;293;791.1;7032.0
0.27;0.07;5;0.026199999999999998;0.05;86;688.0;5590.0
0.27;0.07;6;0.0342;0.0615;49;588.0;6615.0
0.27;0.08;0;0.014;0.04;628;628.0;6908.0
0.27;0.08;1;0.014;0.025;942;942.0;6594.0
0.27;0.08;2;0.0083;0.0425;919;574.375;5514.0
0.27;0.08;3;0.0105;0.0445;570;684.0;6840.0
0.27;0.08;4;0.0145;0.0505;293;791.1;7032.0
0.27;0.08;5;0.026199999999999998;0.05;86;688.0;5590.0
0.27;0.08;6;0.0342;0.0615;49;588.0;6615.0
0.27;0.09;0;0.014;0.04;628;628.0;6908.0
0.27;0.09;1;0.014;0.025;942;942.0;6594.0
0.27;0.09;2;0.0083;0.0425;1838;1148.75;11028.0
0.27;0.09;3;0.0105;0.0445;1140;1368.0;13680.0
0.27;0.09;4;0.0145;0.0505;293;791.1;7032.0
0.27;0.09;5;0.026199999999999998;0.05;86;688.0;5590.0
0.27;0.09;6;0.0342;0.0615;49;588.0;6615.0
0.27;0.1;0;0.014;0.04;628;628.0;6908.0
0.27;0.1;1;0.014;0.025;1256;1256.0;8792.0
0.27;0.1;2;0.0083;0.0425;1838;1148.75;11028.0
0.27;0.1;3;0.0105;0.0445;1140;1368.0;13680.0
0.27;0.1;4;0.0145;0.0505;293;791.1;7032.0
0.27;0.1;5;0.026199999999999998;0.05;172;1376.0;11180.0
0.27;0.1;6;0.0342;0.0615;49;588.0;6615.0
0.27;0.1;7;0.033;0.091;53;1378.0;13515.0
0.27;0.11;0;0.014;0.04;628;628.0;6908.0
0.27;0.11;1;0.014;0.025;1256;1256.0;8792.0
0.27;0.11;2;0.0083;0.0425;1838;1148.75;11028.0
0.27;0.11;3;0.0105;0.0445;1140;1368.0;13680.0
0.27;0.11;4;0.0145;0.0505;586;1582.2;14064.0
0.27;0.11;5;0.026199999999999998;0.05;172;1376.0;11180.0
0.27;0.11;6;0.0342;0.0615;49;588.0;6615.0
0.27;0.11;7;0.033;0.091;53;1378.0;13515.0
0.27;0.12;0;0.014;0.04;942;942.0;10362.0
0.27;0.12;1;0.014;0.025;1256;1256.0;8792.0
0.27;0.12;2;0.0083;0.0425;1838;1148.75;11028.0
0.27;0.12;3;0.0105;0.0445;1140;1368.0;13680.0
0.27;0.12;4;0.0145;0.0505;586;1582.2;14064.0
0.27;0.12;5;0.026199999999999998;0.05;172;1376.0;11180.0
0.27;0.12;6;0.0342;0.0615;49;588.0;6615.0
0.27;0.12;7;0.033;0.091;53;1378.0;13515.0
0.27;0.13;0;0.014;0.04;942;942.0;10362.0
0.27;0.13;1;0.014;0.025;1570;1570.0;10990.0
0.27;0.13;2;0.0083;0.0425;2757;1723.125;16542.0
0.27;0.13;3;0.0105;0.0445;1140;1368.0;13680.0
0.27;0.13;4;0.0145;0.0505;586;1582.2;14064.0
0.27;0.13;5;0.026199999999999998;0.05;172;1376.0;11180.0
0.27;0.13;6;0.0342;0.0615;98;1176.0;13230.0
0.27;0.13;7;0.033;0.091;53;1378.0;13515.0
0.27;0.14;0;0.014;0.04;942;942.0;10362.0
0.27;0.14;1;0.014;0.025;1570;1570.0;10990.0
0.27;0.14;2;0.0083;0.0425;2757;1723.125;16542.0
0.27;0.14;3;0.0105;0.0445;1710;2052.0;20520.0
0.27;0.14;4;0.0145;0.0505;586;1582.2;14064.0
0.27;0.14;5;0.026199999999999998;0.05;172;1376.0;11180.0
0.27;0.14;6;0.0342;0.0615;98;1176.0;13230.0
0.27;0.14;7;0.033;0.091;53;1378.0;13515.0
0.27;0.15;0;0.014;0.04;942;942.0;10362.0
0.27;0.15;1;0.014;0.025;1884;1884.0;13188.0
0.27;0.15;2;0.0083;0.0425;2757;1723.125;16542.0
0.27;0.15;3;0.0105;0.0445;1710;2052.0;20520.0
0.27;0.15;4;0.0145;0.0505;586;1582.2;14064.0
0.27;0.15;5;0.026199999999999998;0.05;258;2064.0;16770.0
0.27;0.15;6;0.0342;0.0615;98;1176.0;13230.0
0.27;0.15;7;0.033;0.091;53;1378.0;13515.0
0.27;0.16;0;0.014;0.04;1256;1256.0;13816.0
0.27;0.16;1;0.014;0.025;1884;1884.0;13188.0
0.27;0.16;2;0.0083;0.0425;2757;1723.125;16542.0
0.27;0.16;3;0.0105;0.0445;1710;2052.0;20520.0
0.27;0.16;4;0.0145;0.0505;879;2373.3;21096.0
0.27;0.16;5;0.026199999999999998;0.05;258;2064.0;16770.0
0.27;0.16;6;0.0342;0.0615;98;1176.0;13230.0
0.27;0.16;7;0.033;0.091;53;1378.0;13515.0
0.27;0.17;0;0.014;0.04;1256;1256.0;13816.0
0.27;0.17;1;0.014;0.025;1884;1884.0;13188.0
0.27;0.17;2;0.0083;0.0425;3676;2297.5;22056.0
0.27;0.17;3;0.0105;0.0445;1710;2052.0;20520.0
0.27;0.17;4;0.0145;0.0505;879;2373.3;21096.0
0.27;0.17;5;0.026199999999999998;0.05;258;2064.0;16770.0
0.27;0.17;6;0.0342;0.0615;98;1176.0;13230.0
0.27;0.17;7;0.033;0.091;53;1378.0;13515.0
0.27;0.18;0;0.014;0.04;1256;1256.0;13816.0
0.27;0.18;1;0.014;0.025;2198;2198.0;15386.0
0.27;0.18;2;0.0083;0.0425;3676;2297.5;22056.0
0.27;0.18;3;0.0105;0.0445;2280;2736.0;27360.0
0.27;0.18;4;0.0145;0.0505;879;2373.3;21096.0
0.27;0.18;5;0.026199999999999998;0.05;258;2064.0;16770.0
0.27;0.18;6;0.0342;0.0615;98;1176.0;13230.0
0.27;0.18;7;0.033;0.091;53;1378.0;13515.0
0.27;0.19;0;0.014;0.04;1256;1256.0;13816.0
0.27;0.19;1;0.014;0.025;2198;2198.0;15386.0
0.27;0.19;2;0.0083;0.0425;3676;2297.5;22056.0
0.27;0.19;3;0.0105;0.0445;2280;2736.0;27360.0
0.27;0.19;4;0.0145;0.0505;879;2373.3;21096.0
0.27;0.19;5;0.026199999999999998;0.05;258;2064.0;16770.0
0.27;0.19;6;0.0342;0.0615;147;1764.0;19845.0
0.27;0.19;7;0.033;0.091;106;2756.0;27030.0
0.27;0.2;0;0.014;0.04;1570;1570.0;17270.0
0.27;0.2;1;0.014;0.025;2512;2512.0;17584.0
0.27;0.2;2;0.0083;0.0425;3676;2297.5;22056.0
0.27;0.2;3;0.0105;0.0445;2280;2736.0;27360.0
0.27;0.2;4;0.0145;0.0505;879;2373.3;21096.0
0.27;0.2;5;0.026199999999999998;0.05;344;2752.0;22360.0
0.27;0.2;6;0.0342;0.0615;147;1764.0;19845.0
0.27;0.2;7;0.033;0.091;106;2756.0;27030.0
0.27;0.21;0;0.014;0.04;1570;1570.0;17270.0
0.27;0.21;1;0.014;0.025;2512;2512.0;17584.0
0.27;0.21;2;0.0083;0.0425;3676;2297.5;22056.0
0.27;0.21;3;0.0105;0.0445;2280;2736.0;27360.0
0.27;0.21;4;0.0145;0.0505;1172;3164.4;28128.0
0.27;0.21;5;0.026199999999999998;0.05;344;2752.0;22360.0
0.27;0.21;6;0.0342;0.0615;147;1764.0;19845.0
0.27;0.21;7;0.033;0.091;106;2756.0;27030.0
0.27;0.22;0;0.014;0.04;1570;1570.0;17270.0
0.27;0.22;1;0.014;0.025;2512;2512.0;17584.0
0.27;0.22;2;0.0083;0.0425;4595;2871.875;27570.0
0.27;0.22;3;0.0105;0.0445;2280;2736.0;27360.0
0.27;0.22;4;0.0145;0.0505;1172;3164.4;28128.0
0.27;0.22;5;0.026199999999999998;0.05;344;2752.0;22360.0
0.27;0.22;6;0.0342;0.0615;147;1764.0;19845.0
0.27;0.22;7;0.033;0.091;106;2756.0;27030.0
0.27;0.23;0;0.014;0.04;1570;1570.0;17270.0
0.27;0.23;1;0.014;0.025;2826;2826.0;19782.0
0.27;0.23;2;0.0083;0.0425;4595;2871.875;27570.0
0.27;0.23;3;0.0105;0.0445;2850;3420.0;34200.0
0.27;0.23;4;0.0145;0.0505;1172;3164.4;28128.0
0.27;0.23;5;0.026199999999999998;0.05;344;2752.0;22360.0
0.27;0.23;6;0.0342;0.0615;147;1764.0;19845.0
0.27;0.23;7;0.033;0.091;106;2756.0;27030.0
0.27;0.24;0;0.014;0.04;1884;1884.0;20724.0
0.27;0.24;1;0.014;0.025;2826;2826.0;19782.0
0.27;0.24;2;0.0083;0.0425;4595;2871.875;27570.0
0.27;0.24;3;0.0105;0.0445;2850;3420.0;34200.0
0.27;0.24;4;0.0145;0.0505;1172;3164.4;28128.0
0.27;0.24;5;0.026199999999999998;0.05;344;2752.0;22360.0
0.27;0.24;6;0.0342;0.0615;147;1764.0;19845.0
0.27;0.24;7;0.033;0.091;106;2756.0;27030.0
0.27;0.25;0;0.014;0.04;1884;1884.0;20724.0
0.27;0.25;1;0.014;0.025;3140;3140.0;21980.0
0.27;0.25;2;0.0083;0.0425;4595;2871.875;27570.0
0.27;0.25;3;0.0105;0.0445;2850;3420.0;34200.0
0.27;0.25;4;0.0145;0.0505;1172;3164.4;28128.0
0.27;0.25;5;0.026199999999999998;0.05;430;3440.0;27950.0
0.27;0.25;6;0.0342;0.0615;196;2352.0;26460.0
0.27;0.25;7;0.033;0.091;106;2756.0;27030.0
0.27;0.26;0;0.014;0.04;1884;1884.0;20724.0
0.27;0.26;1;0.014;0.025;3140;3140.0;21980.0
0.27;0.26;2;0.0083;0.0425;5514;3446.25;33084.0
0.27;0.26;3;0.0105;0.0445;2850;3420.0;34200.0
0.27;0.26;4;0.0145;0.0505;1465;3955.5;35160.0
0.27;0.26;5;0.026199999999999998;0.05;430;3440.0;27950.0
0.27;0.26;6;0.0342;0.0615;196;2352.0;26460.0
0.27;0.26;7;0.033;0.091;106;2756.0;27030.0
0.27;0.27;0;0.014;0.04;1884;1884.0;20724.0
0.27;0.27;1;0.014;0.025;3140;3140.0;21980.0
0.27;0.27;2;0.0083;0.0425;5514;3446.25;33084.0
0.27;0.27;3;0.0105;0.0445;3420;4104.0;41040.0
0.27;0.27;4;0.0145;0.0505;1465;3955.5;35160.0
0.27;0.27;5;0.026199999999999998;0.05;430;3440.0;27950.0
0.27;0.27;6;0.0342;0.0615;196;2352.0;26460.0
0.27;0.27;7;0.033;0.091;106;2756.0;27030.0
0.27;0.28;0;0.014;0.04;2198;2198.0;24178.0
0.27;0.28;1;0.014;0.025;3454;3454.0;24178.0
0.27;0.28;2;0.0083;0.0425;5514;3446.25;33084.0
