hull_D;hull_L;batt_MODEL;batt_D;batt_L;total_N;total_CAP;total_MASS
0.25;0.09;4;0.0145;0.0505;250;675.0;6000.0
0.25;0.09;5;0.026199999999999998;0.05;73;584.0;4745.0
0.25;0.09;6;0.0342;0.0615;41;492.0;5535.0
0.25;0.1;0;0.014;0.04;538;538.0;5918.0
0.25;0.1;1;0.014;0.025;1076;1076.0;7532.0
0.25;0.1;2;0.0083;0.0425;1572;982.5;9432.0
0.25;0.1;3;0.0105;0.0445;976;1171.2;11712.0
0.25;0.1;4;0.0145;0.0505;250;675.0;6000.0
0.25;0.1;5;0.026199999999999998;0.05;146;1168.0;9490.0
0.25;0.1;6;0.0342;0.0615;41;492.0;5535.0
0.25;0.1;7;0.033;0.091;45;1170.0;11475.0
0.25;0.11;0;0.014;0.04;538;538.0;5918.0
0.25;0.11;1;0.014;0.025;1076;1076.0;7532.0
0.25;0.11;2;0.0083;0.0425;1572;982.5;9432.0
0.25;0.11;3;0.0105;0.0445;976;1171.2;11712.0
0.25;0.11;4;0.0145;0.0505;500;1350.0;12000.0
0.25;0.11;5;0.026199999999999998;0.05;146;1168.0;9490.0
0.25;0.11;6;0.0342;0.0615;41;492.0;5535.0
0.25;0.11;7;0.033;0.091;45;1170.0;11475.0
0.25;0.12;0;0.014;0.04;807;807.0;8877.0
0.25;0.12;1;0.014;0.025;1076;1076.0;7532.0
0.25;0.12;2;0.0083;0.0425;1572;982.5;9432.0
0.25;0.12;3;0.0105;0.0445;976;1171.2;11712.0
0.25;0.12;4;0.0145;0.0505;500;1350.0;12000.0
0.25;0.12;5;0.026199999999999998;0.05;146;1168.0;9490.0
0.25;0.12;6;0.0342;0.0615;41;492.0;5535.0
0.25;0.12;7;0.033;0.091;45;1170.0;11475.0
0.25;0.13;0;0.014;0.04;807;807.0;8877.0
0.25;0.13;1;0.014;0.025;1345;1345.0;9415.0
0.25;0.13;2;0.0083;0.0425;2358;1473.75;14148.0
0.25;0.13;3;0.0105;0.0445;976;1171.2;11712.0
0.25;0.13;4;0.0145;0.0505;500;1350.0;12000.0
0.25;0.13;5;0.026199999999999998;0.05;146;1168.0;9490.0
0.25;0.13;6;0.0342;0.0615;82;984.0;11070.0
0.25;0.13;7;0.033;0.091;45;1170.0;11475.0
0.25;0.14;0;0.014;0.04;807;807.0;8877.0
0.25;0.14;1;0.014;0.025;1345;1345.0;9415.0
0.25;0.14;2;0.0083;0.0425;2358;1473.75;14148.0
0.25;0.14;3;0.0105;0.0445;1464;1756.8;17568.0
0.25;0.14;4;0.0145;0.0505;500;1350.0;12000.0
0.25;0.14;5;0.026199999999999998;0.05;146;1168.0;9490.0
0.25;0.14;6;0.0342;0.0615;82;984.0;11070.0
0.25;0.14;7;0.033;0.091;45;1170.0;11475.0
0.25;0.15;0;0.014;0.04;807;807.0;8877.0
0.25;0.15;1;0.014;0.025;1614;1614.0;11298.0
0.25;0.15;2;0.0083;0.0425;2358;1473.75;14148.0
0.25;0.15;3;0.0105;0.0445;1464;1756.8;17568.0
0.25;0.15;4;0.0145;0.0505;500;1350.0;12000.0
0.25;0.15;5;0.026199999999999998;0.05;219;1752.0;14235.0
0.25;0.15;6;0.0342;0.0615;82;984.0;11070.0
0.25;0.15;7;0.033;0.091;45;1170.0;11475.0
0.25;0.16;0;0.014;0.04;1076;1076.0;11836.0
0.25;0.16;1;0.014;0.025;1614;1614.0;11298.0
0.25;0.16;2;0.0083;0.0425;2358;1473.75;14148.0
0.25;0.16;3;0.0105;0.0445;1464;1756.8;17568.0
0.25;0.16;4;0.0145;0.0505;750;2025.0;18000.0
0.25;0.16;5;0.026199999999999998;0.05;219;1752.0;14235.0
0.25;0.16;6;0.0342;0.0615;82;984.0;11070.0
0.25;0.16;7;0.033;0.091;45;1170.0;11475.0
0.25;0.17;0;0.014;0.04;1076;1076.0;11836.0
0.25;0.17;1;0.014;0.025;1614;1614.0;11298.0
0.25;0.17;2;0.0083;0.0425;3144;1965.0;18864.0
0.25;0.17;3;0.0105;0.0445;1464;1756.8;17568.0
0.25;0.17;4;0.0145;0.0505;750;2025.0;18000.0
0.25;0.17;5;0.026199999999999998;0.05;219;1752.0;14235.0
0.25;0.17;6;0.0342;0.0615;82;984.0;11070.0
0.25;0.17;7;0.033;0.091;45;1170.0;11475.0
0.25;0.18;0;0.014;0.04;1076;1076.0;11836.0
0.25;0.18;1;0.014;0.025;1883;1883.0;13181.0
0.25;0.18;2;0.0083;0.0425;3144;1965.0;18864.0
0.25;0.18;3;0.0105;0.0445;1952;2342.4;23424.0
0.25;0.18;4;0.0145;0.0505;750;2025.0;18000.0
0.25;0.18;5;0.026199999999999998;0.05;219;1752.0;14235.0
0.25;0.18;6;0.0342;0.0615;82;984.0;11070.0
0.25;0.18;7;0.033;0.091;45;1170.0;11475.0
0.25;0.19;0;0.014;0.04;1076;1076.0;11836.0
0.25;0.19;1;0.014;0.025;1883;1883.0;13181.0
0.25;0.19;2;0.0083;0.0425;3144;1965.0;18864.0
0.25;0.19;3;0.0105;0.0445;1952;2342.4;23424.0
0.25;0.19;4;0.0145;0.0505;750;2025.0;18000.0
0.25;0.19;5;0.026199999999999998;0.05;219;1752.0;14235.0
0.25;0.19;6;0.0342;0.0615;123;1476.0;16605.0
0.25;0.19;7;0.033;0.091;90;2340.0;22950.0
0.25;0.2;0;0.014;0.04;1345;1345.0;14795.0
0.25;0.2;1;0.014;0.025;2152;2152.0;15064.0
0.25;0.2;2;0.0083;0.0425;3144;1965.0;18864.0
0.25;0.2;3;0.0105;0.0445;1952;2342.4;23424.0
0.25;0.2;4;0.0145;0.0505;750;2025.0;18000.0
0.25;0.2;5;0.026199999999999998;0.05;292;2336.0;18980.0
0.25;0.2;6;0.0342;0.0615;123;1476.0;16605.0
0.25;0.2;7;0.033;0.091;90;2340.0;22950.0
0.25;0.21;0;0.014;0.04;1345;1345.0;14795.0
0.25;0.21;1;0.014;0.025;2152;2152.0;15064.0
0.25;0.21;2;0.0083;0.0425;3144;1965.0;18864.0
0.25;0.21;3;0.0105;0.0445;1952;2342.4;23424.0
0.25;0.21;4;0.0145;0.0505;1000;2700.0;24000.0
0.25;0.21;5;0.026199999999999998;0.05;292;2336.0;18980.0
0.25;0.21;6;0.0342;0.0615;123;1476.0;16605.0
0.25;0.21;7;0.033;0.091;90;2340.0;22950.0
0.25;0.22;0;0.014;0.04;1345;1345.0;14795.0
0.25;0.22;1;0.014;0.025;2152;2152.0;15064.0
0.25;0.22;2;0.0083;0.0425;3930;2456.25;23580.0
0.25;0.22;3;0.0105;0.0445;1952;2342.4;23424.0
0.25;0.22;4;0.0145;0.0505;1000;2700.0;24000.0
0.25;0.22;5;0.026199999999999998;0.05;292;2336.0;18980.0
0.25;0.22;6;0.0342;0.0615;123;1476.0;16605.0
0.25;0.22;7;0.033;0.091;90;2340.0;22950.0
0.25;0.23;0;0.014;0.04;1345;1345.0;14795.0
0.25;0.23;1;0.014;0.025;2421;2421.0;16947.0
0.25;0.23;2;0.0083;0.0425;3930;2456.25;23580.0
0.25;0.23;3;0.0105;0.0445;2440;2928.0;29280.0
0.25;0.23;4;0.0145;0.0505;1000;2700.0;24000.0
0.25;0.23;5;0.026199999999999998;0.05;292;2336.0;18980.0
0.25;0.23;6;0.0342;0.0615;123;1476.0;16605.0
0.25;0.23;7;0.033;0.091;90;2340.0;22950.0
0.25;0.24;0;0.014;0.04;1614;1614.0;17754.0
0.25;0.24;1;0.014;0.025;2421;2421.0;16947.0
0.25;0.24;2;0.0083;0.0425;3930;2456.25;23580.0
0.25;0.24;3;0.0105;0.0445;2440;2928.0;29280.0
0.25;0.24;4;0.0145;0.0505;1000;2700.0;24000.0
0.25;0.24;5;0.026199999999999998;0.05;292;2336.0;18980.0
0.25;0.24;6;0.0342;0.0615;123;1476.0;16605.0
0.25;0.24;7;0.033;0.091;90;2340.0;22950.0
0.25;0.25;0;0.014;0.04;1614;1614.0;17754.0
0.25;0.25;1;0.014;0.025;2690;2690.0;18830.0
0.25;0.25;2;0.0083;0.0425;3930;2456.25;23580.0
0.25;0.25;3;0.0105;0.0445;2440;2928.0;29280.0
0.25;0.25;4;0.0145;0.0505;1000;2700.0;24000.0
0.25;0.25;5;0.026199999999999998;0.05;365;2920.0;23725.0
0.25;0.25;6;0.0342;0.0615;164;1968.0;22140.0
0.25;0.25;7;0.033;0.091;90;2340.0;22950.0
0.25;0.26;0;0.014;0.04;1614;1614.0;17754.0
0.25;0.26;1;0.014;0.025;2690;2690.0;18830.0
0.25;0.26;2;0.0083;0.0425;4716;2947.5;28296.0
0.25;0.26;3;0.0105;0.0445;2440;2928.0;29280.0
0.25;0.26;4;0.0145;0.0505;1250;3375.0;30000.0
0.25;0.26;5;0.026199999999999998;0.05;365;2920.0;23725.0
0.25;0.26;6;0.0342;0.0615;164;1968.0;22140.0
0.25;0.26;7;0.033;0.091;90;2340.0;22950.0
0.25;0.27;0;0.014;0.04;1614;1614.0;17754.0
0.25;0.27;1;0.014;0.025;2690;2690.0;18830.0
0.25;0.27;2;0.0083;0.0425;4716;2947.5;28296.0
0.25;0.27;3;0.0105;0.0445;2928;3513.6;35136.0
0.25;0.27;4;0.0145;0.0505;1250;3375.0;30000.0
0.25;0.27;5;0.026199999999999998;0.05;365;2920.0;23725.0
0.25;0.27;6;0.0342;0.0615;164;1968.0;22140.0
0.25;0.27;7;0.033;0.091;90;2340.0;22950.0
0.25;0.28;0;0.014;0.04;1883;1883.0;20713.0
0.25;0.28;1;0.014;0.025;2959;2959.0;20713.0
0.25;0.28;2;0.0083;0.0425;4716;2947.5;28296.0
0.25;0.28;3;0.0105;0.0445;2928;3513.6;35136.0
0.25;0.28;4;0.0145;0.0505;1250;3375.0;30000.0
0.25;0.28;5;0.026199999999999998;0.05;365;2920.0;23725.0
0.25;0.28;6;0.0342;0.0615;164;1968.0;22140.0
0.25;0.28;7;0.033;0.091;135;3510.0;34425.0
0.25;0.29;0;0.014;0.04;1883;1883.0;20713.0
0.25;0.29;1;0.014;0.025;2959;2959.0;20713.0
0.25;0.29;2;0.0083;0.0425;4716;2947.5;28296.0
0.25;0.29;3;0.0105;0.0445;2928;3513.6;35136.0
0.25;0.29;4;0.0145;0.0505;1250;3375.0;30000.0
0.25;0.29;5;0.026199999999999998;0.05;365;2920.0;23725.0
0.25;0.29;6;0.0342;0.0615;164;1968.0;22140.0
0.25;0.29;7;0.033;0.091;135;3510.0;34425.0
0.25;0.3;0;0.014;0.04;1883;1883.0;20713.0
0.25;0.3;1;0.014;0.025;3228;3228.0;22596.0
0.25;0.3;2;0.0083;0.0425;5502;3438.75;33012.0
0.25;0.3;3;0.0105;0.0445;2928;3513.6;35136.0
0.25;0.3;4;0.0145;0.0505;1250;3375.0;30000.0
0.25;0.3;5;0.026199999999999998;0.05;438;3504.0;28470.0
0.25;0.3;6;0.0342;0.0615;164;1968.0;22140.0
0.25;0.3;7;0.033;0.091;135;3510.0;34425.0
0.25;0.31;0;0.014;0.04;1883;1883.0;20713.0
0.25;0.31;1;0.014;0.025;3228;3228.0;22596.0
0.25;0.31;2;0.0083;0.0425;5502;3438.75;33012.0
0.25;0.31;3;0.0105;0.0445;2928;3513.6;35136.0
0.25;0.31;4;0.0145;0.0505;1500;4050.0;36000.0
0.25;0.31;5;0.026199999999999998;0.05;438;3504.0;28470.0
0.25;0.31;6;0.0342;0.0615;205;2460.0;27675.0
0.25;0.31;7;0.033;0.091;135;3510.0;34425.0
0.25;0.32;0;0.014;0.04;2152;2152.0;23672.0
0.25;0.32;1;0.014;0.025;3228;3228.0;22596.0
0.25;0.32;2;0.0083;0.0425;5502;3438.75;33012.0
0.25;0.32;3;0.0105;0.0445;3416;4099.2;40992.0
0.25;0.32;4;0.0145;0.0505;1500;4050.0;36000.0
0.25;0.32;5;0.026199999999999998;0.05;438;3504.0;28470.0
0.25;0.32;6;0.0342;0.0615;205;2460.0;27675.0
0.25;0.32;7;0.033;0.091;135;3510.0;34425.0
0.25;0.33;0;0.014;0.04;2152;2152.0;23672.0
0.25;0.33;1;0.014;0.025;3497;3497.0;24479.0
0.25;0.33;2;0.0083;0.0425;5502;3438.75;33012.0
0.25;0.33;3;0.0105;0.0445;3416;4099.2;40992.0
0.25;0.33;4;0.0145;0.0505;1500;4050.0;36000.0
0.25;0.33;5;0.026199999999999998;0.05;438;3504.0;28470.0
0.25;0.33;6;0.0342;0.0615;205;2460.0;27675.0
0.25;0.33;7;0.033;0.091;135;3510.0;34425.0
0.25;0.34;0;0.014;0.04;2152;2152.0;23672.0
0.25;0.34;1;0.014;0.025;3497;3497.0;24479.0
0.25;0.34;2;0.0083;0.0425;6288;3930.0;37728.0
0.25;0.34;3;0.0105;0.0445;3416;4099.2;40992.0
0.25;0.34;4;0.0145;0.0505;1500;4050.0;36000.0
0.25;0.34;5;0.026199999999999998;0.05;438;3504.0;28470.0
0.25;0.34;6;0.0342;0.0615;205;2460.0;27675.0
0.25;0.34;7;0.033;0.091;135;3510.0;34425.0
0.25;0.35;0;0.014;0.04;2152;2152.0;23672.0
0.25;0.35;1;0.014;0.025;3766;3766.0;26362.0
0.25;0.35;2;0.0083;0.0425;6288;3930.0;37728.0
0.25;0.35;3;0.0105;0.0445;3416;4099.2;40992.0
0.25;0.35;4;0.0145;0.0505;1500;4050.0;36000.0
0.25;0.35;5;0.026199999999999998;0.05;511;4088.0;33215.0
0.25;0.35;6;0.0342;0.0615;205;2460.0;27675.0
0.25;0.35;7;0.033;0.091;135;3510.0;34425.0
0.25;0.36;0;0.014;0.04;2421;2421.0;26631.0
0.25;0.36;1;0.014;0.025;3766;3766.0;26362.0
0.25;0.36;2;0.0083;0.0425;6288;3930.0;37728.0
0.25;0.36;3;0.0105;0.0445;3904;4684.8;46848.0
0.25;0.36;4;0.0145;0.0505;1750;4725.0;42000.0
0.25;0.36;5;0.026199999999999998;0.05;511;4088.0;33215.0
0.25;0.36;6;0.0342;0.0615;205;2460.0;27675.0
0.25;0.36;7;0.033;0.091;135;3510.0;34425.0
0.25;0.37;0;0.014;0.04;2421;2421.0;26631.0
0.25;0.37;1;0.014;0.025;3766;3766.0;26362.0
0.25;0.37;2;0.0083;0.0425;6288;3930.0;37728.0
0.25;0.37;3;0.0105;0.0445;3904;4684.8;46848.0
0.25;0.37;4;0.0145;0.0505;1750;4725.0;42000.0
0.25;0.37;5;0.026199999999999998;0.05;511;4088.0;33215.0
0.25;0.37;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.37;7;0.033;0.091;180;4680.0;45900.0
0.25;0.38;0;0.014;0.04;2421;2421.0;26631.0
0.25;0.38;1;0.014;0.025;4035;4035.0;28245.0
0.25;0.38;2;0.0083;0.0425;6288;3930.0;37728.0
0.25;0.38;3;0.0105;0.0445;3904;4684.8;46848.0
0.25;0.38;4;0.0145;0.0505;1750;4725.0;42000.0
0.25;0.38;5;0.026199999999999998;0.05;511;4088.0;33215.0
0.25;0.38;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.38;7;0.033;0.091;180;4680.0;45900.0
0.25;0.39;0;0.014;0.04;2421;2421.0;26631.0
0.25;0.39;1;0.014;0.025;4035;4035.0;28245.0
0.25;0.39;2;0.0083;0.0425;7074;4421.25;42444.0
0.25;0.39;3;0.0105;0.0445;3904;4684.8;46848.0
0.25;0.39;4;0.0145;0.0505;1750;4725.0;42000.0
0.25;0.39;5;0.026199999999999998;0.05;511;4088.0;33215.0
0.25;0.39;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.39;7;0.033;0.091;180;4680.0;45900.0
0.25;0.4;0;0.014;0.04;2690;2690.0;29590.0
0.25;0.4;1;0.014;0.025;4304;4304.0;30128.0
0.25;0.4;2;0.0083;0.0425;7074;4421.25;42444.0
0.25;0.4;3;0.0105;0.0445;3904;4684.8;46848.0
0.25;0.4;4;0.0145;0.0505;1750;4725.0;42000.0
0.25;0.4;5;0.026199999999999998;0.05;584;4672.0;37960.0
0.25;0.4;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.4;7;0.033;0.091;180;4680.0;45900.0
0.25;0.41;0;0.014;0.04;2690;2690.0;29590.0
0.25;0.41;1;0.014;0.025;4304;4304.0;30128.0
0.25;0.41;2;0.0083;0.0425;7074;4421.25;42444.0
0.25;0.41;3;0.0105;0.0445;4392;5270.4;52704.0
0.25;0.41;4;0.0145;0.0505;2000;5400.0;48000.0
0.25;0.41;5;0.026199999999999998;0.05;584;4672.0;37960.0
0.25;0.41;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.41;7;0.033;0.091;180;4680.0;45900.0
0.25;0.42;0;0.014;0.04;2690;2690.0;29590.0
0.25;0.42;1;0.014;0.025;4304;4304.0;30128.0
0.25;0.42;2;0.0083;0.0425;7074;4421.25;42444.0
0.25;0.42;3;0.0105;0.0445;4392;5270.4;52704.0
0.25;0.42;4;0.0145;0.0505;2000;5400.0;48000.0
0.25;0.42;5;0.026199999999999998;0.05;584;4672.0;37960.0
0.25;0.42;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.42;7;0.033;0.091;180;4680.0;45900.0
0.25;0.43;0;0.014;0.04;2690;2690.0;29590.0
0.25;0.43;1;0.014;0.025;4573;4573.0;32011.0
0.25;0.43;2;0.0083;0.0425;7860;4912.5;47160.0
0.25;0.43;3;0.0105;0.0445;4392;5270.4;52704.0
0.25;0.43;4;0.0145;0.0505;2000;5400.0;48000.0
0.25;0.43;5;0.026199999999999998;0.05;584;4672.0;37960.0
0.25;0.43;6;0.0342;0.0615;246;2952.0;33210.0
0.25;0.43;7;0.033;0.091;180;4680.0;45900.0
0.25;0.44;0;0.014;0.04;2959;2959.0;32549.0
0.25;0.44;1;0.014;0.025;4573;4573.0;32011.0
0.25;0.44;2;0.0083;0.0425;7860;4912.5;47160.0
0.25;0.44;3;0.0105;0.0445;4392;5270.4;52704.0
0.25;0.44;4;0.0145;0.0505;2000;5400.0;48000.0
0.25;0.44;5;0.026199999999999998;0.05;584;4672.0;37960.0
0.25;0.44;6;0.0342;0.0615;287;3444.0;38745.0
0.25;0.44;7;0.033;0.091;180;4680.0;45900.0
0.25;0.45;0;0.014;0.04;2959;2959.0;32549.0
0.25;0.45;1;0.014;0.025;4842;4842.0;33894.0
0.25;0.45;2;0.0083;0.0425;7860;4912.5;47160.0
0.25;0.45;3;0.0105;0.0445;4880;5856.0;58560.0
0.25;0.45;4;0.0145;0.0505;2000;5400.0;48000.0
0.25;0.45;5;0.026199999999999998;0.05;657;5256.0;42705.0
0.25;0.45;6;0.0342;0.0615;287;3444.0;38745.0
0.25;0.45;7;0.033;0.091;180;4680.0;45900.0
0.25;0.46;0;0.014;0.04;2959;2959.0;32549.0
0.25;0.46;1;0.014;0.025;4842;4842.0;33894.0
0.25;0.46;2;0.0083;0.0425;7860;4912.5;47160.0
0.25;0.46;3;0.0105;0.0445;4880;5856.0;58560.0
0.25;0.46;4;0.0145;0.0505;2250;6075.0;54000.0
0.25;0.46;5;0.026199999999999998;0.05;657;5256.0;42705.0
0.25;0.46;6;0.0342;0.0615;287;3444.0;38745.0
0.25;0.46;7;0.033;0.091;225;5850.0;57375.0
0.25;0.47;0;0.014;0.04;2959;2959.0;32549.0
0.25;0.47;1;0.014;0.025;4842;4842.0;33894.0
0.25;0.47;2;0.0083;0.0425;8646;5403.75;51876.0
0.25;0.47;3;0.0105;0.0445;4880;5856.0;58560.0
0.25;0.47;4;0.0145;0.0505;2250;6075.0;54000.0
0.25;0.47;5;0.026199999999999998;0.05;657;5256.0;42705.0
0.25;0.47;6;0.0342;0.0615;287;3444.0;38745.0
0.25;0.47;7;0.033;0.091;225;5850.0;57375.0
0.25;0.48;0;0.014;0.04;3228;3228.0;35508.0
0.25;0.48;1;0.014;0.025;5111;5111.0;35777.0
0.25;0.48;2;0.0083;0.0425;8646;5403.75;51876.0
0.25;0.48;3;0.0105;0.0445;4880;5856.0;58560.0
0.25;0.48;4;0.0145;0.0505;2250;6075.0;54000.0
0.25;0.48;5;0.026199999999999998;0.05;657;5256.0;42705.0
0.25;0.48;6;0.0342;0.0615;287;3444.0;38745.0
0.25;0.48;7;0.033;0.091;225;5850.0;57375.0
0.25;0.49;0;0.014;0.04;3228;3228.0;35508.0
0.25;0.49;1;0.014;0.025;5111;5111.0;35777.0
0.25;0.49;2;0.0083;0.0425;8646;5403.75;51876.0
0.25;0.49;3;0.0105;0.0445;5368;6441.6;64416.0
0.25;0.49;4;0.0145;0.0505;2250;6075.0;54000.0
0.25;0.49;5;0.026199999999999998;0.05;657;5256.0;42705.0
0.25;0.49;6;0.0342;0.0615;287;3444.0;38745.0
0.25;0.49;7;0.033;0.091;225;5850.0;57375.0
0.25;0.5;0;0.014;0.04;3228;3228.0;35508.0
0.25;0.5;1;0.014;0.025;5380;5380.0;37660.0
0.25;0.5;2;0.0083;0.0425;8646;5403.75;51876.0
0.25;0.5;3;0.0105;0.0445;5368;6441.6;64416.0
0.25;0.5;4;0.0145;0.0505;2250;6075.0;54000.0
0.25;0.5;5;0.026199999999999998;0.05;730;5840.0;47450.0
0.25;0.5;6;0.0342;0.0615;328;3936.0;44280.0
0.25;0.5;7;0.033;0.091;225;5850.0;57375.0
0.26;0.05;0;0.014;0.04;292;292.0;3212.0
0.26;0.05;1;0.014;0.025;584;584.0;4088.0
0.26;0.05;2;0.0083;0.0425;849;530.625;5094.0
0.26;0.05;3;0.0105;0.0445;526;631.2;6312.0
0.26;0.05;5;0.026199999999999998;0.05;79;632.0;5135.0
0.26;0.06;0;0.014;0.04;292;292.0;3212.0
0.26;0.06;1;0.014;0.025;584;584.0;4088.0
0.26;0.06;2;0.0083;0.0425;849;530.625;5094.0
0.26;0.06;3;0.0105;0.0445;526;631.2;6312.0
0.26;0.06;4;0.0145;0.0505;272;734.4;6528.0
0.26;0.06;5;0.026199999999999998;0.05;79;632.0;5135.0
0.26;0.07;0;0.014;0.04;292;292.0;3212.0
0.26;0.07;1;0.014;0.025;584;584.0;4088.0
0.26;0.07;2;0.0083;0.0425;849;530.625;5094.0
0.26;0.07;3;0.0105;0.0445;526;631.2;6312.0
0.26;0.07;4;0.0145;0.0505;272;734.4;6528.0
0.26;0.07;5;0.026199999999999998;0.05;79;632.0;5135.0
0.26;0.07;6;0.0342;0.0615;45;540.0;6075.0
0.26;0.08;0;0.014;0.04;584;584.0;6424.0
0.26;0.08;1;0.014;0.025;876;876.0;6132.0
0.26;0.08;2;0.0083;0.0425;849;530.625;5094.0
0.26;0.08;3;0.0105;0.0445;526;631.2;6312.0
0.26;0.08;4;0.0145;0.0505;272;734.4;6528.0
0.26;0.08;5;0.026199999999999998;0.05;79;632.0;5135.0
0.26;0.08;6;0.0342;0.0615;45;540.0;6075.0
0.26;0.09;0;0.014;0.04;584;584.0;6424.0
0.26;0.09;1;0.014;0.025;876;876.0;6132.0
0.26;0.09;2;0.0083;0.0425;1698;1061.25;10188.0
0.26;0.09;3;0.0105;0.0445;1052;1262.4;12624.0
0.26;0.09;4;0.0145;0.0505;272;734.4;6528.0
0.26;0.09;5;0.026199999999999998;0.05;79;632.0;5135.0
0.26;0.09;6;0.0342;0.0615;45;540.0;6075.0
0.26;0.1;0;0.014;0.04;584;584.0;6424.0
0.26;0.1;1;0.014;0.025;1168;1168.0;8176.0
0.26;0.1;2;0.0083;0.0425;1698;1061.25;10188.0
0.26;0.1;3;0.0105;0.0445;1052;1262.4;12624.0
0.26;0.1;4;0.0145;0.0505;272;734.4;6528.0
0.26;0.1;5;0.026199999999999998;0.05;158;1264.0;10270.0
0.26;0.1;6;0.0342;0.0615;45;540.0;6075.0
0.26;0.1;7;0.033;0.091;48;1248.0;12240.0
0.26;0.11;0;0.014;0.04;584;584.0;6424.0
0.26;0.11;1;0.014;0.025;1168;1168.0;8176.0
0.26;0.11;2;0.0083;0.0425;1698;1061.25;10188.0
0.26;0.11;3;0.0105;0.0445;1052;1262.4;12624.0
0.26;0.11;4;0.0145;0.0505;544;1468.8;13056.0
0.26;0.11;5;0.026199999999999998;0.05;158;1264.0;10270.0
0.26;0.11;6;0.0342;0.0615;45;540.0;6075.0
0.26;0.11;7;0.033;0.091;48;1248.0;12240.0
0.26;0.12;0;0.014;0.04;876;876.0;9636.0
0.26;0.12;1;0.014;0.025;1168;1168.0;8176.0
0.26;0.12;2;0.0083;0.0425;1698;1061.25;10188.0
0.26;0.12;3;0.0105;0.0445;1052;1262.4;12624.0
0.26;0.12;4;0.0145;0.0505;544;1468.8;13056.0
0.26;0.12;5;0.026199999999999998;0.05;158;1264.0;10270.0
0.26;0.12;6;0.0342;0.0615;45;540.0;6075.0
0.26;0.12;7;0.033;0.091;48;1248.0;12240.0
0.26;0.13;0;0.014;0.04;876;876.0;9636.0
0.26;0.13;1;0.014;0.025;1460;1460.0;10220.0
0.26;0.13;2;0.0083;0.0425;2547;1591.875;15282.0
0.26;0.13;3;0.0105;0.0445;1052;1262.4;12624.0
0.26;0.13;4;0.0145;0.0505;544;1468.8;13056.0
0.26;0.13;5;0.026199999999999998;0.05;158;1264.0;10270.0
0.26;0.13;6;0.0342;0.0615;90;1080.0;12150.0
0.26;0.13;7;0.033;0.091;48;1248.0;12240.0
0.26;0.14;0;0.014;0.04;876;876.0;9636.0
0.26;0.14;1;0.014;0.025;1460;1460.0;10220.0
0.26;0.14;2;0.0083;0.0425;2547;1591.875;15282.0
0.26;0.14;3;0.0105;0.0445;1578;1893.6;18936.0
0.26;0.14;4;0.0145;0.0505;544;1468.8;13056.0
0.26;0.14;5;0.026199999999999998;0.05;158;1264.0;10270.0
0.26;0.14;6;0.0342;0.0615;90;1080.0;12150.0
0.26;0.14;7;0.033;0.091;48;1248.0;12240.0
0.26;0.15;0;0.014;0.04;876;876.0;9636.0
0.26;0.15;1;0.014;0.025;1752;1752.0;12264.0
0.26;0.15;2;0.0083;0.0425;2547;1591.875;15282.0
0.26;0.15;3;0.0105;0.0445;1578;1893.6;18936.0
0.26;0.15;4;0.0145;0.0505;544;1468.8;13056.0
0.26;0.15;5;0.026199999999999998;0.05;237;1896.0;15405.0
0.26;0.15;6;0.0342;0.0615;90;1080.0;12150.0
0.26;0.15;7;0.033;0.091;48;1248.0;12240.0
0.26;0.16;0;0.014;0.04;1168;1168.0;12848.0
0.26;0.16;1;0.014;0.025;1752;1752.0;12264.0
0.26;0.16;2;0.0083;0.0425;2547;1591.875;15282.0
0.26;0.16;3;0.0105;0.0445;1578;1893.6;18936.0
0.26;0.16;4;0.0145;0.0505;816;2203.2;19584.0
0.26;0.16;5;0.026199999999999998;0.05;237;1896.0;15405.0
0.26;0.16;6;0.0342;0.0615;90;1080.0;12150.0
0.26;0.16;7;0.033;0.091;48;1248.0;12240.0
0.26;0.17;0;0.014;0.04;1168;1168.0;12848.0
0.26;0.17;1;0.014;0.025;1752;1752.0;12264.0
0.26;0.17;2;0.0083;0.0425;3396;2122.5;20376.0
0.26;0.17;3;0.0105;0.0445;1578;1893.6;18936.0
0.26;0.17;4;0.0145;0.0505;816;2203.2;19584.0
0.26;0.17;5;0.026199999999999998;0.05;237;1896.0;15405.0
0.26;0.17;6;0.0342;0.0615;90;1080.0;12150.0
0.26;0.17;7;0.033;0.091;48;1248.0;12240.0
0.26;0.18;0;0.014;0.04;1168;1168.0;12848.0
0.26;0.18;1;0.014;0.025;2044;2044.0;14308.0
0.26;0.18;2;0.0083;0.0425;3396;2122.5;20376.0
0.26;0.18;3;0.0105;0.0445;2104;2524.8;25248.0
0.26;0.18;4;0.0145;0.0505;816;2203.2;19584.0
0.26;0.18;5;0.026199999999999998;0.05;237;1896.0;15405.0
0.26;0.18;6;0.0342;0.0615;90;1080.0;12150.0
0.26;0.18;7;0.033;0.091;48;1248.0;12240.0
0.26;0.19;0;0.014;0.04;1168;1168.0;12848.0
